frequency,raw
11791.74,-40.66
11821.71,-41.06
11851.72,-41.37
11881.77,-41.49
11911.86,-41.69
11941.98,-41.42
11972.15,-41.15
12002.35,-40.51
12032.59,-40.21
12062.87,-40.24
12093.18,-39.88
12123.53,-39.87
12153.93,-40.02
12184.36,-40.73
12214.82,-40.91
12245.33,-41.12
12275.87,-41.88
12306.46,-42.83
12337.08,-43.43
12367.74,-43.47
12398.43,-44.16
12429.17,-43.60
12459.94,-43.31
12490.75,-43.08
12521.60,-43.67
12552.49,-43.99
12583.41,-44.60
12614.38,-45.26
12645.38,-45.38
12676.42,-45.84
12707.50,-46.50
12738.61,-46.74
12769.76,-46.91
12800.96,-47.41
12832.19,-47.13
12863.46,-47.05
12894.76,-47.87
12926.11,-48.07
12957.49,-48.36
12988.91,-48.56
13020.37,-49.01
13051.87,-48.66
13083.40,-49.20
13114.97,-49.26
13146.59,-49.48
13178.23,-50.09
13209.92,-50.30
13241.65,-49.71
13273.41,-49.55
13305.21,-49.36
13337.05,-47.35
13368.93,-47.10
13400.85,-47.38
13432.80,-45.94
13464.79,-45.98
13496.82,-47.30
13528.89,-47.22
13561.00,-47.29
13593.14,-48.58
13625.33,-48.22
13657.55,-48.14
13689.81,-48.28
13722.10,-48.17
13754.44,-48.05
13786.81,-48.20
13819.22,-48.52
13851.67,-48.36
13884.16,-48.42
13916.69,-48.55
13949.25,-48.49
13981.85,-48.16
14014.49,-48.77
14047.17,-49.00
14079.89,-49.63
14112.64,-49.35
14145.44,-48.82
14178.27,-47.86
14211.14,-47.58
14244.04,-46.79
14276.99,-46.25
14309.97,-46.20
14342.99,-45.64
14376.05,-45.29
14409.15,-45.56
14442.29,-45.83
14475.46,-45.95
14508.67,-45.83
14541.92,-46.10
14575.21,-46.41
14608.53,-46.60
14641.90,-47.05
14675.30,-47.55
14708.74,-47.98
14742.22,-48.29
14775.74,-48.21
14809.29,-48.80
14842.89,-48.77
14876.52,-48.55
14910.19,-49.45
14943.89,-49.53
14977.64,-49.90
15011.42,-50.50
15045.24,-50.31
15079.10,-49.87
15113.00,-50.03
15146.94,-49.73
15180.91,-50.30
15214.92,-50.25
15248.97,-50.52
15283.06,-50.33
15317.19,-50.42
15351.35,-50.46
15385.55,-51.03
15419.80,-51.70
15454.07,-52.16
15488.39,-52.60
15522.75,-52.88
15557.14,-53.17
15591.57,-52.98
15626.04,-53.42
15660.55,-53.18
15695.09,-52.99
15729.68,-53.43
15764.30,-53.36
15798.96,-54.31
15833.66,-54.61
15868.39,-54.08
15903.17,-54.12
15937.98,-54.19
15972.83,-53.78
16007.72,-54.70
16042.65,-54.97
16077.61,-55.05
16112.61,-55.50
16147.66,-55.66
16182.73,-56.07
16217.85,-57.25
16253.01,-57.18
16288.20,-57.08
16323.43,-56.99
16358.70,-56.45
16394.01,-56.67
16429.36,-56.65
16464.74,-57.42
16500.16,-57.43
16535.62,-57.00
16571.12,-56.80
16606.66,-57.23
16642.23,-56.40
16677.84,-56.91
16713.49,-57.08
16749.18,-56.71
16784.91,-57.09
16820.68,-57.04
16856.48,-56.55
16892.32,-56.37
16928.20,-56.37
16964.12,-55.90
17000.07,-56.33
17036.07,-55.98
17072.10,-56.14
17108.17,-56.48
17144.28,-55.94
17180.42,-55.49
17216.61,-55.51
17252.83,-55.46
17289.09,-55.89
17325.39,-56.10
17361.73,-55.88
17398.10,-56.20
17434.51,-55.77
17470.96,-56.63
17507.45,-57.34
17543.98,-56.89
17580.55,-56.92
17617.15,-57.09
17653.79,-56.45
17690.47,-56.34
17727.19,-56.45
17763.95,-56.65
17800.74,-56.61
17837.57,-55.95
17874.44,-55.88
17911.35,-55.79
17948.30,-55.23
17985.28,-56.42
18022.30,-56.37
18059.37,-56.43
18096.46,-57.34
18133.60,-57.07
18170.78,-57.12
18207.99,-57.47
18245.24,-57.52
18282.53,-57.93
18319.86,-58.02
18357.22,-57.14
18394.63,-57.29
18432.07,-56.76
18469.55,-56.25
18507.07,-56.66
18544.62,-55.74
18582.22,-55.90
18619.85,-55.91
18657.52,-55.56
18695.23,-56.51
18732.98,-55.90
18770.76,-55.77
18808.58,-56.51
18846.45,-55.53
18884.35,-56.23
18922.28,-56.12
18960.26,-55.55
18998.27,-56.42
19036.32,-56.14
19074.41,-54.58
19112.54,-54.75
19150.71,-54.01
19188.91,-54.21
19227.15,-56.00
19265.43,-55.26
19303.75,-56.06
19342.11,-55.84
19380.50,-55.90
19418.94,-56.92
19457.41,-56.60
19495.92,-56.84
19534.46,-56.45
19573.05,-56.08
19611.67,-56.26
19650.33,-56.20
19689.03,-56.76
19727.77,-57.04
19766.55,-56.70
19805.36,-56.31
19844.21,-55.67
19883.10,-55.66
19922.03,-55.84
19961.00,-56.17
