frequency,raw
7297.34,-7.44
7320.91,-6.87
7344.52,-6.95
7368.16,-7.54
7391.85,-8.14
7415.57,-9.42
7439.33,-9.64
7463.13,-9.44
7486.97,-8.91
7510.84,-8.86
7534.76,-8.90
7558.71,-10.06
7582.70,-10.95
7606.72,-10.78
7630.79,-11.36
7654.89,-10.50
7679.04,-9.78
7703.22,-9.99
7727.43,-9.77
7751.69,-10.07
7775.98,-10.96
7800.32,-11.04
7824.69,-10.92
7849.10,-10.85
7873.54,-10.31
7898.03,-9.58
7922.55,-10.09
7947.11,-10.56
7971.71,-10.79
7996.35,-11.97
8021.02,-12.20
8045.74,-11.52
8070.49,-11.74
8095.28,-11.46
8120.11,-11.34
8144.97,-11.10
8169.88,-10.80
8194.82,-11.09
8219.80,-10.87
8244.82,-11.16
8269.87,-10.81
8294.97,-10.19
8320.10,-9.95
8345.27,-9.89
8370.48,-10.16
8395.73,-10.89
8421.01,-11.07
8446.34,-11.11
8471.70,-10.91
8497.10,-10.33
8522.54,-10.14
8548.01,-10.17
8573.53,-9.60
8599.08,-9.22
8624.67,-9.55
8650.30,-9.56
8675.96,-10.31
8701.67,-10.30
8727.41,-10.85
8753.19,-10.61
8779.01,-10.63
8804.87,-10.52
8830.76,-9.66
8856.69,-9.50
8882.66,-9.84
8908.67,-9.18
8934.72,-8.14
8960.81,-7.18
8986.93,-5.98
9013.09,-4.84
9039.29,-5.47
9065.53,-6.07
9091.81,-6.35
9118.12,-7.21
9144.47,-6.03
9170.86,-5.98
9197.29,-5.76
9223.76,-6.20
9250.26,-6.43
9276.81,-7.01
9303.39,-7.46
9330.01,-8.20
9356.66,-8.64
9383.36,-7.92
9410.09,-8.00
9436.86,-6.95
9463.67,-6.10
9490.52,-5.54
9517.41,-4.75
9544.33,-4.76
9571.29,-5.53
9598.29,-6.18
9625.33,-5.99
9652.41,-5.96
9679.52,-5.59
9706.67,-6.17
9733.86,-7.25
9761.09,-7.90
9788.36,-8.23
9815.66,-7.75
9843.01,-7.41
9870.39,-7.21
9897.81,-7.45
9925.27,-8.26
9952.76,-8.34
9980.29,-8.04
10007.87,-8.96
10035.48,-9.19
10063.12,-9.99
10090.81,-9.68
10118.53,-9.08
10146.30,-8.92
10174.10,-9.23
10201.94,-10.12
10229.81,-10.60
10257.73,-10.82
10285.68,-10.98
10313.67,-10.40
10341.70,-10.69
10369.77,-9.39
10397.87,-9.53
10426.01,-10.01
10454.20,-11.14
10482.42,-12.43
10510.67,-12.01
10538.97,-11.50
10567.30,-11.24
10595.68,-10.93
10624.09,-10.30
10652.53,-10.21
10681.02,-9.51
10709.54,-9.75
10738.11,-10.15
10766.71,-10.22
10795.35,-10.69
10824.02,-9.71
10852.74,-9.63
10881.49,-9.16
10910.28,-9.29
10939.11,-9.27
10967.98,-9.58
10996.89,-9.77
11025.83,-10.39
11054.81,-10.95
11083.83,-10.92
11112.89,-11.44
11141.98,-11.02
11171.12,-11.94
11200.29,-13.08
11229.50,-13.76
11258.75,-13.49
11288.04,-12.89
11317.36,-12.33
11346.72,-12.70
11376.13,-13.68
11405.56,-14.46
