frequency,raw
14943.89,-45.10
14977.64,-42.42
15011.42,-42.22
15045.24,-42.58
15079.10,-44.13
15113.00,-46.63
15146.94,-46.76
15180.91,-44.94
15214.92,-44.31
15248.97,-45.30
15283.06,-46.50
15317.19,-48.45
15351.35,-49.57
15385.55,-49.74
15419.80,-48.59
15454.07,-47.17
15488.39,-47.49
15522.75,-49.38
15557.14,-49.82
15591.57,-48.86
15626.04,-47.75
15660.55,-47.86
15695.09,-48.57
15729.68,-49.45
15764.30,-50.83
15798.96,-52.39
15833.66,-52.99
15868.39,-52.22
15903.17,-52.56
15937.98,-52.57
15972.83,-52.47
16007.72,-53.55
16042.65,-54.03
16077.61,-54.79
16112.61,-55.40
16147.66,-55.59
16182.73,-54.13
16217.85,-54.43
16253.01,-55.86
16288.20,-58.11
16323.43,-58.24
16358.70,-57.81
16394.01,-57.30
16429.36,-57.54
16464.74,-59.11
16500.16,-59.44
16535.62,-59.17
16571.12,-59.81
16606.66,-59.89
16642.23,-59.59
16677.84,-59.23
16713.49,-59.59
16749.18,-59.84
16784.91,-60.74
16820.68,-60.39
16856.48,-59.68
16892.32,-61.29
16928.20,-60.39
16964.12,-58.75
17000.07,-57.72
17036.07,-57.65
17072.10,-58.91
17108.17,-59.93
17144.28,-59.99
17180.42,-59.08
17216.61,-58.45
17252.83,-58.19
17289.09,-58.33
17325.39,-59.77
17361.73,-59.28
17398.10,-58.56
17434.51,-58.71
17470.96,-58.61
17507.45,-58.08
17543.98,-58.95
17580.55,-60.21
17617.15,-62.05
17653.79,-61.38
17690.47,-60.42
17727.19,-59.59
17763.95,-59.14
17800.74,-60.33
17837.57,-61.71
17874.44,-61.90
17911.35,-61.07
17948.30,-60.26
17985.28,-60.49
18022.30,-60.12
18059.37,-60.68
18096.46,-62.57
18133.60,-62.33
18170.78,-61.39
18207.99,-61.08
18245.24,-61.42
18282.53,-61.67
18319.86,-62.26
18357.22,-62.92
18394.63,-62.77
18432.07,-61.07
18469.55,-61.31
18507.07,-61.78
18544.62,-61.47
18582.22,-62.11
18619.85,-61.29
18657.52,-61.75
18695.23,-62.07
18732.98,-61.15
18770.76,-61.28
18808.58,-61.64
18846.45,-61.76
18884.35,-62.05
18922.28,-61.56
18960.26,-62.02
18998.27,-61.62
19036.32,-61.65
19074.41,-62.07
19112.54,-60.80
19150.71,-58.47
19188.91,-58.01
19227.15,-60.02
19265.43,-61.65
19303.75,-60.86
19342.11,-58.39
19380.50,-58.11
19418.94,-59.31
19457.41,-59.43
19495.92,-60.86
